",""Kingdom"",""Phylum"",""Class"",""Order"",""Family"",""Genus"",""Species"""
"ASV3530,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Intrasporangiaceae"",""Intrasporangium"",NA"
"ASV3531,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Frankiales"",""Geodermatophilaceae"",""Blastococcus"",NA"
"ASV3532,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Cellulosilyticum"",NA"
"ASV3533,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Azospirillales"",""Azospirillaceae"",""Skermanella"",""aerolata"""
"ASV3534,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Devosiaceae"",""Devosia"",""epidermidihirudinis"""
"ASV3535,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Kineosporiales"",""Kineosporiaceae"",""Angustibacter"",NA"
"ASV3536,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Corynebacteriales"",""Nocardiaceae"",""Williamsia"",NA"
"ASV3537,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Frankiales"",""Nakamurellaceae"",""Nakamurella"",NA"
"ASV3538,""Bacteria"",""Actinobacteria"",""Actinobacteria"",NA,NA,NA,NA"
"ASV3539,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Sphingomonas"",NA"
"ASV3540,""Bacteria"",""Deinococcus-Thermus"",""Deinococci"",""Deinococcales"",""Deinococcaceae"",""Deinococcus"",NA"
"ASV3541,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Intrasporangiaceae"",""Ornithinimicrobium"",NA"
"ASV3542,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Enterobacteriales"",""Enterobacteriaceae"",""Pantoea"",NA"
"ASV3543,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Faecalibacterium"",NA"
"ASV3544,""Bacteria"",""Patescibacteria"",""Saccharimonadia"",""Saccharimonadales"",NA,NA,NA"
"ASV3545,""Bacteria"",""Actinobacteria"",""Coriobacteriia"",""Coriobacteriales"",""Eggerthellaceae"",""Slackia"",NA"
"ASV3546,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",NA,NA,NA"
"ASV3547,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Bacillaceae"",NA,NA"
"ASV3548,""Bacteria"",""Actinobacteria"",""Actinobacteria"",NA,NA,NA,NA"
"ASV3549,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Paenibacillaceae"",""Thermobacillus"",NA"
"ASV3550,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Acetivibrio"",NA"
"ASV3551,""Bacteria"",""Patescibacteria"",""Saccharimonadia"",""Saccharimonadales"",""Saccharimonadaceae"",NA,NA"
"ASV3552,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Streptosporangiales"",""Thermomonosporaceae"",""Thermomonospora"",NA"
"ASV3553,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Sphingobacteriales"",""Sphingobacteriaceae"",""Mucilaginibacter"",""herbaticus"""
"ASV3554,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Beijerinckiaceae"",""1174-901-12"",NA"
"ASV3555,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Kineosporiales"",""Kineosporiaceae"",""Kineosporia"",NA"
"ASV3556,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Frankiales"",NA,NA,NA"
"ASV3557,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Bacillaceae"",""Bacillus"",NA"
"ASV3558,""Bacteria"",""Actinobacteria"",""Thermoleophilia"",""Solirubrobacterales"",""Solirubrobacteraceae"",""Conexibacter"",NA"
"ASV3559,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Corynebacteriales"",""Corynebacteriaceae"",""Corynebacterium"",NA"
"ASV3560,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Corynebacteriales"",""Corynebacteriaceae"",""Corynebacterium_1"",""nuruki"""
"ASV3561,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Intrasporangiaceae"",""Ornithinicoccus"",NA"
"ASV3562,""Bacteria"",NA,NA,NA,NA,NA,NA"
"ASV3563,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Streptosporangiales"",""Streptosporangiaceae"",""Sphaerisporangium"",NA"
"ASV3564,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Clostridiaceae_1"",NA,NA"
"ASV3565,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micromonosporales"",""Micromonosporaceae"",""Micromonospora"",NA"
"ASV3566,""Bacteria"",""Patescibacteria"",""Saccharimonadia"",""Saccharimonadales"",""Saccharimonadaceae"",NA,NA"
"ASV3567,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Chitinophagales"",""Chitinophagaceae"",""Ferruginibacter"",NA"
"ASV3568,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Peptostreptococcaceae"",""Romboutsia"",NA"
"ASV3569,""Bacteria"",""Chloroflexi"",""JG30-KF-CM66"",NA,NA,NA,NA"
"ASV3570,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Propionibacteriales"",""Nocardioidaceae"",""Nocardioides"",NA"
"ASV3571,""Bacteria"",""Actinobacteria"",""Thermoleophilia"",""Solirubrobacterales"",""Solirubrobacteraceae"",""Solirubrobacter"",NA"
"ASV3572,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Frankiales"",""Geodermatophilaceae"",""Blastococcus"",NA"
"ASV3573,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Rhizobiaceae"",""Aureimonas"",NA"
"ASV3574,""Bacteria"",""Actinobacteria"",""Acidimicrobiia"",""Microtrichales"",""Iamiaceae"",""Iamia"",NA"
"ASV3575,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Bacillaceae"",""Bacillus"",NA"
"ASV3576,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Pseudomonadales"",""Moraxellaceae"",""Acinetobacter"",NA"
"ASV3577,""Bacteria"",""FBP"",NA,NA,NA,NA,NA"
"ASV3578,""Bacteria"",""Chloroflexi"",""Chloroflexia"",""Kallotenuales"",""AKIW781"",NA,NA"
"ASV3579,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Corynebacteriales"",""Nocardiaceae"",""Rhodococcus"",NA"
"ASV3580,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Family_XIII"",""Family_XIII_AD3011_group"",NA"
"ASV3581,""Bacteria"",""Actinobacteria"",""Actinobacteria"",NA,NA,NA,NA"
"ASV3582,""Bacteria"",""Actinobacteria"",""Thermoleophilia"",""Solirubrobacterales"",""Solirubrobacteraceae"",""Conexibacter"",NA"
"ASV3583,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Propionibacteriales"",""Nocardioidaceae"",""Nocardioides"",NA"
"ASV3584,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Sphingobacteriales"",""Sphingobacteriaceae"",""Pedobacter"",NA"
"ASV3585,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Propionibacteriales"",""Nocardioidaceae"",""Marmoricola"",NA"
"ASV3586,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Blautia"",NA"
"ASV3587,""Bacteria"",""Deinococcus-Thermus"",""Deinococci"",""Deinococcales"",""Deinococcaceae"",""Deinococcus"",NA"
"ASV3588,""Bacteria"",""Proteobacteria"",""Deltaproteobacteria"",""Myxococcales"",""P3OB-42"",NA,NA"
"ASV3589,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Planococcaceae"",""Sporosarcina"",NA"
"ASV3590,""Bacteria"",""Patescibacteria"",""Saccharimonadia"",""Saccharimonadales"",NA,NA,NA"
"ASV3591,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Lachnospiraceae_NK3A20_group"",NA"
"ASV3592,""Bacteria"",""Actinobacteria"",""Thermoleophilia"",""Gaiellales"",NA,NA,NA"
"ASV3593,""Bacteria"",""Actinobacteria"",""Coriobacteriia"",""Coriobacteriales"",""Atopobiaceae"",""Olsenella"",NA"
"ASV3594,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Enterobacteriales"",""Enterobacteriaceae"",""Plesiomonas"",NA"
"ASV3595,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Rhizobiaceae"",""Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"",NA"
"ASV3596,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Enterobacteriales"",""Enterobacteriaceae"",""Rahnella"",NA"
"ASV3597,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",""Leifsonia"",NA"
"ASV3598,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Frankiales"",""Geodermatophilaceae"",""Modestobacter"",NA"
"ASV3599,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micromonosporales"",""Micromonosporaceae"",""Catellatospora"",NA"
"ASV3600,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Xanthomonadales"",""Xanthomonadaceae"",""Luteimonas"",""aestuarii"""
"ASV3601,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Blautia"",NA"
"ASV3602,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Dysgonomonadaceae"",""Dysgonomonas"",NA"
"ASV3603,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Caedibacterales"",""Caedibacteraceae"",""Caedibacter"",NA"
"ASV3604,""Bacteria"",""Proteobacteria"",""Deltaproteobacteria"",""Myxococcales"",""P3OB-42"",NA,NA"
"ASV3605,""Bacteria"",""Armatimonadetes"",""Armatimonadia"",""Armatimonadales"",NA,NA,NA"
"ASV3606,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",NA,NA"
"ASV3607,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Spirosomaceae"",""Spirosoma"",NA"
"ASV3608,""Bacteria"",""Actinobacteria"",""Actinobacteria"",NA,NA,NA,NA"
"ASV3609,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Sphingomonas"",NA"
"ASV3610,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Sphingomonas"",NA"
"ASV3611,""Bacteria"",""Proteobacteria"",""Deltaproteobacteria"",""Myxococcales"",NA,NA,NA"
"ASV3612,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Flavobacteriales"",""Flavobacteriaceae"",""Flavobacterium"",NA"
"ASV3613,""Bacteria"",""Acidobacteria"",""Acidobacteriia"",""Solibacterales"",""Solibacteraceae_(Subgroup_3)"",""Candidatus_Solibacter"",NA"
"ASV3614,""Bacteria"",""Actinobacteria"",""Acidimicrobiia"",""Microtrichales"",""Ilumatobacteraceae"",NA,NA"
"ASV3615,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Beijerinckiaceae"",""1174-901-12"",NA"
"ASV3616,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Streptomycetales"",""Streptomycetaceae"",""Streptomyces"",""tyrosinilyticus"""
"ASV3617,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Corynebacteriales"",""Mycobacteriaceae"",""Mycobacterium"",""diernhoferi"""
"ASV3618,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Frankiales"",""Sporichthyaceae"",""Sporichthya"",NA"
"ASV3619,""Bacteria"",""Actinobacteria"",""Thermoleophilia"",""Solirubrobacterales"",NA,NA,NA"
"ASV3620,""Bacteria"",""Actinobacteria"",""Thermoleophilia"",""Solirubrobacterales"",""Solirubrobacteraceae"",""Conexibacter"",NA"
"ASV3621,""Bacteria"",""Actinobacteria"",""Thermoleophilia"",""Solirubrobacterales"",""Solirubrobacteraceae"",""Conexibacter"",NA"
"ASV3622,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Chitinophagales"",""Chitinophagaceae"",""Pseudoflavitalea"",NA"
"ASV3623,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Sphingomonas"",NA"
"ASV3624,""Bacteria"",""Proteobacteria"",""Deltaproteobacteria"",""Myxococcales"",""P3OB-42"",NA,NA"
"ASV3625,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Beijerinckiaceae"",""1174-901-12"",NA"
"ASV3626,""Bacteria"",""Actinobacteria"",""Thermoleophilia"",""Gaiellales"",""Gaiellaceae"",""Gaiella"",NA"
"ASV3627,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Acetobacterales"",""Acetobacteraceae"",""Acidisphaera"",NA"
"ASV3628,""Bacteria"",""Chloroflexi"",""Ktedonobacteria"",""C0119"",NA,NA,NA"
"ASV3629,""Bacteria"",""Chloroflexi"",""Chloroflexia"",""Chloroflexales"",""Roseiflexaceae"",""Kouleothrix"",NA"
"ASV3630,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Pseudonocardiales"",""Pseudonocardiaceae"",""Crossiella"",NA"
"ASV3631,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",NA,NA,NA"
"ASV3632,""Bacteria"",""Actinobacteria"",""Thermoleophilia"",""Gaiellales"",NA,NA,NA"
"ASV3633,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Pseudonocardiales"",""Pseudonocardiaceae"",""Amycolatopsis"",NA"
"ASV3634,""Bacteria"",""Actinobacteria"",""Thermoleophilia"",""Gaiellales"",NA,NA,NA"
"ASV3635,""Bacteria"",""Patescibacteria"",""Saccharimonadia"",""Saccharimonadales"",NA,NA,NA"
"ASV3636,""Bacteria"",""Proteobacteria"",""Deltaproteobacteria"",""Myxococcales"",""Archangiaceae"",NA,NA"
"ASV3637,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Chitinophagales"",""Chitinophagaceae"",""Ferruginibacter"",NA"
"ASV3638,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Streptosporangiales"",""Thermomonosporaceae"",""Actinoallomurus"",NA"
"ASV3639,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Flavobacteriales"",""Weeksellaceae"",""Chryseobacterium"",NA"
"ASV3640,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Streptomycetales"",""Streptomycetaceae"",""Streptomyces"",""palmae"""
"ASV3641,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Chitinophagales"",""Chitinophagaceae"",NA,NA"
"ASV3642,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micromonosporales"",""Micromonosporaceae"",""Luedemannella"",NA"
"ASV3643,""Bacteria"",""Chloroflexi"",""Chloroflexia"",""Chloroflexales"",""Roseiflexaceae"",NA,NA"
"ASV3644,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Sphingomonas"",""lutea"""
"ASV3645,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micromonosporales"",""Micromonosporaceae"",NA,NA"
"ASV3646,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Intrasporangiaceae"",""Oryzihumus"",NA"
"ASV3647,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Propionibacteriales"",""Nocardioidaceae"",""Nocardioides"",NA"
"ASV3648,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Frankiales"",""Acidothermaceae"",""Acidothermus"",NA"
"ASV3649,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Pseudomonadales"",""Pseudomonadaceae"",""Pseudomonas"",NA"
"ASV3650,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Streptomycetales"",""Streptomycetaceae"",""Kitasatospora"",NA"
"ASV3651,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",NA,NA"
"ASV3652,""Bacteria"",""Chloroflexi"",""Anaerolineae"",""Ardenticatenales"",""Ardenticatenaceae"",NA,NA"
"ASV3653,""Bacteria"",""Chloroflexi"",""Anaerolineae"",""Ardenticatenales"",""Ardenticatenaceae"",NA,NA"
"ASV3654,""Bacteria"",""Deinococcus-Thermus"",""Deinococci"",""Deinococcales"",""Deinococcaceae"",""Deinococcus"",NA"
"ASV3655,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micromonosporales"",""Micromonosporaceae"",""Luedemannella"",NA"
"ASV3656,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Planococcaceae"",""Sporosarcina"",NA"
"ASV3657,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Paenibacillaceae"",""Saccharibacillus"",NA"
"ASV3658,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Caulobacterales"",""Caulobacteraceae"",NA,NA"
"ASV3659,""Bacteria"",""Actinobacteria"",""Thermoleophilia"",""Solirubrobacterales"",""Solirubrobacteraceae"",""Solirubrobacter"",NA"
"ASV3660,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",NA,NA"
"ASV3661,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Paenibacillaceae"",""Saccharibacillus"",NA"
"ASV3662,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",""Galbitalea"",NA"
"ASV3663,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",NA,NA,NA"
"ASV3664,""Bacteria"",""Actinobacteria"",""Thermoleophilia"",""Solirubrobacterales"",""Solirubrobacteraceae"",""Solirubrobacter"",NA"
"ASV3665,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Cellulomonadaceae"",""Cellulomonas"",NA"
"ASV3666,""Bacteria"",""Deinococcus-Thermus"",""Deinococci"",""Deinococcales"",""Deinococcaceae"",""Deinococcus"",""aerolatus"""
"ASV3667,""Bacteria"",""Actinobacteria"",""Thermoleophilia"",""Solirubrobacterales"",""67-14"",NA,NA"
"ASV3668,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Sellimonas"",NA"
"ASV3669,""Bacteria"",""Firmicutes"",""Bacilli"",""Lactobacillales"",NA,NA,NA"
"ASV3670,""Bacteria"",""Actinobacteria"",""Coriobacteriia"",""Coriobacteriales"",""Coriobacteriaceae"",""Enorma"",NA"
"ASV3671,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Cellulomonadaceae"",""Cellulomonas"",NA"
"ASV3672,""Bacteria"",""Chloroflexi"",""JG30-KF-CM66"",NA,NA,NA,NA"
"ASV3673,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Flavobacteriales"",""Flavobacteriaceae"",""Flavobacterium"",NA"
"ASV3674,""Bacteria"",""Chloroflexi"",""Chloroflexia"",""Chloroflexales"",""Roseiflexaceae"",NA,NA"
"ASV3675,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Cellulomonadaceae"",""Actinotalea"",NA"
"ASV3676,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Clostridiaceae_1"",""Sarcina"",NA"
"ASV3677,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Frankiales"",""Frankiaceae"",""Jatrophihabitans"",NA"
"ASV3678,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Planococcaceae"",""Chungangia"",NA"
"ASV3679,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Beijerinckiaceae"",NA,NA"
"ASV3680,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Micrococcaceae"",NA,NA"
"ASV3681,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Intrasporangiaceae"",""Oryzihumus"",NA"
"ASV3682,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Cellulosilyticum"",NA"
"ASV3683,""Bacteria"",""Chloroflexi"",""Dehalococcoidia"",""S085"",NA,NA,NA"
"ASV3684,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Corynebacteriales"",""Mycobacteriaceae"",""Mycobacterium"",NA"
"ASV3685,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Cyclobacteriaceae"",NA,NA"
"ASV3686,""Bacteria"",""Actinobacteria"",""Thermoleophilia"",""Gaiellales"",""Gaiellaceae"",""Gaiella"",NA"
"ASV3687,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Frankiales"",""Geodermatophilaceae"",""Blastococcus"",NA"
"ASV3688,""Bacteria"",""Chloroflexi"",""Chloroflexia"",""Chloroflexales"",""Roseiflexaceae"",NA,NA"
"ASV3689,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Propionibacteriales"",""Nocardioidaceae"",""Nocardioides"",NA"
"ASV3690,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Sphingomonas"",NA"
"ASV3691,""Bacteria"",""Proteobacteria"",""Deltaproteobacteria"",""Myxococcales"",""Polyangiaceae"",""Aetherobacter"",NA"
"ASV3692,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Acetobacterales"",""Acetobacteraceae"",NA,NA"
"ASV3693,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Angelakisella"",NA"
"ASV3694,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Beijerinckiaceae"",""Microvirga"",NA"
"ASV3695,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Cyclobacteriaceae"",NA,NA"
"ASV3696,""Bacteria"",""Actinobacteria"",""Acidimicrobiia"",""Microtrichales"",NA,NA,NA"
"ASV3697,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Rhizobacter"",NA"
"ASV3698,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Paenibacillaceae"",""Paenibacillus"",NA"
"ASV3699,""Bacteria"",""Chloroflexi"",""Chloroflexia"",""Chloroflexales"",""Roseiflexaceae"",NA,NA"
"ASV3700,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Hymenobacteraceae"",""Hymenobacter"",NA"
"ASV3701,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Devosiaceae"",""Devosia"",NA"
"ASV3702,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Flavobacteriales"",""Flavobacteriaceae"",""Flavobacterium"",NA"
"ASV3703,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Propionibacteriales"",""Nocardioidaceae"",""Nocardioides"",NA"
"ASV3704,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Flavobacteriales"",""Flavobacteriaceae"",""Flavobacterium"",NA"
"ASV3705,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Intrasporangiaceae"",""Janibacter"",NA"
"ASV3706,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Bacillaceae"",""Bacillus"",NA"
"ASV3707,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Streptomycetales"",""Streptomycetaceae"",""Streptomyces"",NA"
"ASV3708,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Propionibacteriales"",""Nocardioidaceae"",NA,NA"
"ASV3709,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",""Galbitalea"",NA"
"ASV3710,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Sellimonas"",NA"
"ASV3711,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Bacillaceae"",NA,NA"
"ASV3712,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Streptomycetales"",""Streptomycetaceae"",""Streptomyces"",NA"
"ASV3713,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Flavobacteriales"",""Flavobacteriaceae"",""Aequorivita"",NA"
"ASV3714,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Thermoactinomycetaceae"",""Planifilum"",NA"
"ASV3715,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Bacillaceae"",NA,NA"
"ASV3716,""Bacteria"",""Deinococcus-Thermus"",""Deinococci"",""Deinococcales"",""Deinococcaceae"",""Deinobacterium"",NA"
"ASV3717,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Sphingobium"",NA"
"ASV3718,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",""Leucobacter"",NA"
"ASV3719,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Variovorax"",NA"
